,file_name,machine,normal,anormal,artefacts,classification,view_classes_3,is_jaw,is_spine,split_anomaly,split_classification,train_val_test
462,18_01-113_r,1,x,,,0,1,0,1,train,train,train
463,18_01-114_l,1,x,,,0,1,0,1,train,train,train
464,18_01-114_r,1,x,,,0,1,0,1,train,train,train
465,18_01-115_l,1,,?,,7,2,1,0,test,test,test
466,18_01-115_r,1,,?,,7,2,1,0,test,test,test
467,18_01-116_l,1,x,,,0,1,0,1,train,train,train
468,18_01-116_r,1,x,,,0,1,0,1,train,train,train
469,18_01-117_l,1,x,,,0,3,1,1,train,train,val
470,18_01-117_r,1,x,,,0,3,1,1,train,train,val
471,18_01-118_l,1,x,,,0,2,1,0,train,train,train
472,18_01-118_r,1,x,,,0,2,1,0,train,train,train
473,18_01-119_l,1,x,,,0,2,1,0,train,train,train
474,18_01-119_r,1,x,,,0,2,1,0,train,train,train
475,18_01-120_l,1,x,,,0,1,0,1,train,train,train
476,18_01-120_r,1,x,,,0,1,0,1,train,train,train
477,18_01-121_l,1,,x,,8,0,0,0,test,test,test
478,18_01-121_r,1,?,?,,7,0,0,0,test,test,test
479,18_01-122_l,1,x,,,0,1,0,1,train,train,val
480,18_01-122_r,1,x,,,0,1,0,1,train,train,val
481,18_01-123_l,1,x,,,0,2,1,0,train,train,train
482,18_01-123_r,1,x,,,0,2,1,0,train,train,train
483,18_01-124_l,1,x,,,0,0,0,0,train,train,train
484,18_01-124_r,1,x,,,0,1,0,1,train,train,train
485,18_01-125_l,1,x,,,0,1,0,1,train,train,train
486,18_01-125_r,1,x,,,0,1,0,1,train,train,train
487,18_01-126_l,1,x,,,0,2,1,0,train,train,train
488,18_01-126_r,1,x,,,0,2,1,0,train,train,train
489,18_01-127_l,1,x,,,0,1,0,1,train,train,val
490,18_01-127_r,1,x,,,0,1,0,1,train,train,val
491,18_01-128_l,1,x,,,0,2,1,0,train,train,val
492,18_01-128_r,1,x,,,0,2,1,0,train,train,val
493,18_01-129_l,1,x,,,0,0,0,0,train,train,train
494,18_01-129_r,1,x,,,0,2,1,0,train,train,train
495,18_01-130_l,1,x,,,0,2,1,0,train,train,train
496,18_01-130_r,1,x,,,0,0,0,0,train,train,train
497,18_01-131_l,1,x,,,0,1,0,1,train,train,train
498,18_01-131_r,1,x,,,0,3,1,1,train,train,train
499,18_01-132_l,1,,?,,7,0,0,0,test,test,val
500,18_01-132_r,1,,?,,7,2,1,0,test,test,val
501,18_01-133_l,1,x,,,0,0,0,0,train,train,train
502,18_01-133_r,1,x,,,0,0,0,0,train,train,train
503,18_01-134_l,1,x,,,0,0,0,0,train,train,train
504,18_01-134_r,1,x,,,0,2,1,0,train,train,train
505,18_01-135_l,1,x,,,0,1,0,1,train,train,val
506,18_01-135_r,1,x,,,0,1,0,1,train,train,val
507,18_01-136_l,1,x,,,0,3,1,1,train,train,train
508,18_01-136_r,1,x,,,0,2,1,0,train,train,train
509,18_01-137_l,1,x,,,0,2,1,0,train,train,train
510,18_01-137_r,1,x,,,0,3,1,1,train,train,train
511,18_01-138_l,1,x,,,0,2,1,0,train,train,train
512,18_01-138_r,1,x,,,0,2,1,0,train,train,train
513,18_01-139_l,1,,x,x,11,2,1,0,test,test,val
514,18_01-139_r,1,,x,x,11,2,1,0,test,test,val
515,18_01-140_l,1,x,,,0,2,1,0,train,train,train
516,18_01-140_r,1,x,,,0,3,1,1,train,train,train
517,18_01-141_l,1,,x,,8,0,0,0,test,test,test
518,18_01-141_r,1,,x,,8,0,0,0,test,test,test
519,18_01-142_l,1,x,,,0,0,0,0,train,train,train
520,18_01-142_r,1,x,,,0,2,1,0,train,train,train
521,18_01-143_l,1,x,,,0,1,0,1,train,train,train
522,18_01-143_r,1,x,,,0,1,0,1,train,train,train
523,18_01-144_l,1,,x,,8,1,0,1,test,test,test
524,18_01-144_r,1,,x,,8,1,0,1,test,test,test
525,18_01-145_l,1,,x,,8,2,1,0,test,test,test
526,18_01-145_r,1,x,,,0,2,1,0,train,test,test
527,18_01-146_l,1,x,,,0,1,0,1,train,train,train
528,18_01-146_r,1,x,,,0,0,0,0,train,train,train
529,18_01-147_l,1,x,,,0,0,0,0,train,train,train
530,18_01-147_r,1,x,,,0,2,1,0,train,train,train
531,18_01-148_l,1,,x,,8,0,0,0,test,test,val
532,18_01-148_r,1,x,,,0,2,1,0,train,test,val
533,18_01-149_l,1,x,,,0,0,0,0,train,train,val
534,18_01-149_r,1,x,,,0,2,1,0,train,train,val
535,18_01-150_l,1,x,,,0,1,0,1,train,train,train
536,18_01-150_r,1,x,,,0,1,0,1,train,train,train
537,18_01-151_l,1,x,,,0,2,1,0,train,train,test
538,18_01-151_r,1,x,,,0,0,0,0,train,train,test
539,18_01-152_l,1,x,,,0,0,0,0,train,train,val
540,18_01-152_r,1,x,,,0,2,1,0,train,train,val
541,18_01-153_l,1,x,,,0,0,0,0,train,train,train
542,18_01-153_r,1,x,,,0,2,1,0,train,train,train
543,18_01-154_l,1,x,,,0,0,0,0,train,train,train
544,18_01-154_r,1,x,,,0,2,1,0,train,train,train
545,18_01-155_l,1,,x,,8,1,0,1,test,test,test
546,18_01-155_r,1,x,,,0,1,0,1,train,test,test
547,18_01-156_l,1,x,,,0,0,0,0,train,train,train
548,18_01-156_r,1,x,,,0,2,1,0,train,train,train
549,18_01-157_l,1,x,,,0,0,0,0,train,train,train
550,18_01-157_r,1,x,,,0,2,1,0,train,train,train
551,18_01-158_l,1,x,,,0,1,0,1,train,train,test
552,18_01-158_r,1,x,,,0,1,0,1,train,train,test
553,18_01-159_l,1,x,,,0,0,0,0,train,train,train
554,18_01-159_r,1,x,,,0,0,0,0,train,train,train
555,18_01-160_l,1,x,,,0,0,0,0,train,train,train
556,18_01-160_r,1,x,,,0,0,0,0,train,train,train
557,18_01-161_l,1,,x,,8,1,0,1,test,test,val
558,18_01-161_r,1,x,,,0,3,1,1,train,test,val
559,18_01-162_l,1,,x,,8,1,0,1,test,test,test
560,18_01-162_r,1,,?,,7,1,0,1,test,test,test
561,18_01-163_l,1,x,,,0,1,0,1,train,train,train
562,18_01-163_r,1,x,,,0,0,0,0,train,train,train
563,18_01-164_l,1,x,,,0,2,1,0,train,train,val
564,18_01-164_r,1,x,,,0,2,1,0,train,train,val
565,18_01-165_l,1,x,,,0,0,0,0,train,train,train
566,18_01-165_r,1,x,,,0,0,0,0,train,train,train
567,18_01-166_l,1,x,,,0,1,0,1,train,train,train
568,18_01-166_r,1,x,,,0,2,1,0,train,train,train
569,18_01-167_l,1,x,,,0,0,0,0,train,train,train
570,18_01-167_r,1,x,,,0,0,0,0,train,train,train
571,18_01-168_l,1,x,,,0,3,1,1,train,train,train
572,18_01-168_r,1,x,,,0,3,1,1,train,train,train
573,18_01-169_l,1,,x,?,8,0,0,0,test,test,val
574,18_01-169_r,1,,x,?,8,0,0,0,test,test,val
575,18_01-170_l,1,x,,,0,1,0,1,train,train,train
576,18_01-170_r,1,x,,,0,1,0,1,train,train,train
577,18_01-171_l,1,,x,,8,3,1,1,test,test,test
578,18_01-171_r,1,x,,,0,2,1,0,train,test,test
579,18_01-172_l,1,x,,,0,1,0,1,train,train,train
580,18_01-172_r,1,x,,,0,2,1,0,train,train,train
581,18_01-173_l,1,,x,,8,0,0,0,test,test,test
582,18_01-173_r,1,x,,,0,0,0,0,train,test,test
583,18_01-174_l,1,x,,,0,0,0,0,train,train,train
584,18_01-174_r,1,x,,,0,0,0,0,train,train,train
585,18_01-175_l,0,x,,,0,2,1,0,train,train,test
586,18_01-175_r,0,,?,,7,2,1,0,test,train,test
587,18_01-176_l,0,x,,,0,2,1,0,train,train,train
588,18_01-176_r,0,x,,,0,2,1,0,train,train,train
589,18_01-177_l,0,x,,,0,2,1,0,train,train,train
590,18_01-177_r,0,x,,,0,2,1,0,train,train,train
591,18_01-178_l,0,x,,,0,2,1,0,train,train,train
592,18_01-178_r,0,x,,,0,2,1,0,train,train,train
593,18_01-179_l,0,x,,,0,2,1,0,train,train,val
594,18_01-179_r,0,x,,,0,2,1,0,train,train,val
595,18_01-180_l,0,,?,?,7,2,1,0,test,test,val
596,18_01-180_r,0,,?,?,7,2,1,0,test,test,val
597,18_01-181_l,0,x,,,0,2,1,0,train,train,train
598,18_01-181_r,0,x,,,0,2,1,0,train,train,train
599,18_01-182_l,0,,x,,8,3,1,1,test,test,test
600,18_01-182_r,0,,?,?,7,3,1,1,test,test,test
601,18_01-183_l,0,x,,,0,2,1,0,train,train,train
602,18_01-183_r,0,x,,,0,2,1,0,train,train,train
603,18_01-184_l,0,x,,,0,2,1,0,train,train,val
604,18_01-184_r,0,x,,,0,2,1,0,train,train,val
605,18_01-185_l,0,x,,,0,2,1,0,train,train,train
606,18_01-185_r,0,x,,,0,0,0,0,train,train,train
607,18_01-186_l,0,x,,,0,2,1,0,train,train,train
608,18_01-186_r,0,x,,,0,3,1,1,train,train,train
609,18_01-187_l,0,x,,,0,2,1,0,train,train,train
610,18_01-187_r,0,x,,,0,2,1,0,train,train,train
611,18_01-188_l,0,x,,,0,1,0,1,train,train,train
612,18_01-188_r,0,x,,,0,1,0,1,train,train,train
613,18_01-189_l,0,x,,,0,2,1,0,train,train,val
614,18_01-189_r,0,x,,,0,2,1,0,train,train,val
615,18_01-190_l,0,x,,,0,2,1,0,train,train,train
616,18_01-190_r,0,x,,,0,2,1,0,train,train,train
617,18_01-191_l,0,x,,,0,2,1,0,train,train,train
618,18_01-191_r,0,x,,,0,0,0,0,train,train,train
619,18_01-192_l,0,,x,,8,2,1,0,test,test,test
620,18_01-192_r,0,x,,,0,2,1,0,train,test,test
621,18_01-193_l,0,x,,,0,1,0,1,train,train,train
622,18_01-193_r,0,x,,,0,1,0,1,train,train,train
623,18_01-194_l,0,x,,,0,2,1,0,train,train,train
624,18_01-194_r,0,x,,,0,2,1,0,train,train,train
625,18_01-195_l,0,x,,,0,2,1,0,train,train,train
626,18_01-195_r,0,x,,,0,2,1,0,train,train,train
627,18_01-196_l,0,x,,,0,2,1,0,train,train,train
628,18_01-196_r,0,x,,,0,2,1,0,train,train,train
629,18_01-197_l,0,x,,,0,3,1,1,train,train,val
630,18_01-197_r,0,,x,,8,3,1,1,test,train,val
631,18_01-198_l,0,x,,,0,2,1,0,train,train,train
632,18_01-198_r,0,x,,,0,2,1,0,train,train,train
633,18_01-199_l,0,x,,,0,2,1,0,train,train,train
634,18_01-199_r,0,x,,,0,2,1,0,train,train,train
635,18_01-200_l,0,x,,x,10,0,0,0,test,test,train
636,18_01-200_r,0,x,,x,10,0,0,0,test,test,train
637,18_01-201_l,0,x,,x,10,1,0,1,test,test,test
638,18_01-201_r,0,x,,x,10,0,0,0,test,test,test
639,18_01-202_l,0,x,,,0,2,1,0,train,train,test
640,18_01-202_r,0,x,,,0,2,1,0,train,train,test
641,18_01-203_l,0,x,,,0,3,1,1,train,train,train
642,18_01-203_r,0,x,,,0,2,1,0,train,train,train
643,18_01-204_l,0,?,?,,7,3,1,1,test,test,test
644,18_01-204_r,0,x,,,0,1,0,1,train,test,test
645,18_01-205_l,0,x,,,0,2,1,0,train,train,train
646,18_01-205_r,0,x,,,0,2,1,0,train,train,train
647,18_01-206_l,0,x,,?,0,0,0,0,test,test,train
648,18_01-206_r,0,x,,?,0,1,0,1,test,test,train
649,18_01-207_l,0,x,,,0,2,1,0,train,train,train
650,18_01-207_r,0,x,,,0,2,1,0,train,train,train
651,18_01-208_l,0,x,,,0,3,1,1,train,train,val
652,18_01-208_r,0,x,,,0,2,1,0,train,train,val
653,18_01-209_l,0,x,,,0,2,1,0,train,train,train
654,18_01-209_r,0,x,,,0,2,1,0,train,train,train
655,18_01-210_l,0,x,,,0,2,1,0,train,train,train
656,18_01-210_r,0,x,,,0,2,1,0,train,train,train
657,18_01-211_l,0,x,,,0,2,1,0,train,train,val
658,18_01-211_r,0,x,,,0,2,1,0,train,train,val
659,18_01-212_l,0,x,,,0,3,1,1,train,train,train
660,18_01-212_r,0,x,,,0,3,1,1,train,train,train
661,18_01-213_l,0,x,,?,0,2,1,0,test,test,train
662,18_01-213_r,0,x,,?,0,2,1,0,test,test,train
663,18_01-214_l,0,,x,,8,2,1,0,test,test,test
664,18_01-214_r,0,x,,x,10,2,1,0,test,test,test
665,18_01-215_l,0,x,,,0,2,1,0,train,train,val
666,18_01-215_r,0,,x,,8,2,1,0,test,train,val
667,18_01-216_l,0,x,,,0,1,0,1,train,train,train
668,18_01-216_r,0,x,,,0,1,0,1,train,train,train
669,18_01-217_l,0,x,,,0,2,1,0,train,train,train
670,18_01-217_r,0,x,,,0,2,1,0,train,train,train
671,18_01-218_l,0,x,,,0,3,1,1,train,train,train
672,18_01-218_r,0,x,,,0,1,0,1,train,train,train
673,18_01-219_l,0,x,,,0,1,0,1,train,train,train
674,18_01-219_r,0,x,,,0,1,0,1,train,train,train
675,18_01-220_l,0,x,,,0,2,1,0,train,train,val
676,18_01-220_r,0,x,,,0,2,1,0,train,train,val
677,18_01-221_l,0,x,,,0,2,1,0,train,train,train
678,18_01-221_r,0,x,,,0,2,1,0,train,train,train
679,18_01-222_l,0,x,,,0,0,0,0,train,train,val
680,18_01-222_r,0,x,,,0,2,1,0,train,train,val
681,18_02-0_l,1,x,,,0,0,0,0,train,train,val
682,18_02-0_r,1,x,,,0,2,1,0,train,train,val
683,18_02-1_l,1,x,,,0,1,0,1,train,train,train
684,18_02-1_r,1,x,,,0,3,1,1,train,train,train
685,18_02-2_l,1,x,,,0,1,0,1,train,train,train
686,18_02-2_r,1,x,,,0,1,0,1,train,train,train
687,18_02-3_l,1,x,,,0,1,0,1,train,train,train
688,18_02-3_r,1,x,,,0,1,0,1,train,train,train
689,18_02-4_l,1,x,,,0,1,0,1,train,train,train
690,18_02-4_r,1,x,,,0,2,1,0,train,train,train
691,18_02-5_l,1,x,,,0,1,0,1,train,train,train
692,18_02-5_r,1,x,,,0,2,1,0,train,train,train
693,18_02-6_l,1,x,,,0,1,0,1,train,train,train
694,18_02-6_r,1,x,,,0,3,1,1,train,train,train
695,18_02-7_l,1,x,,,0,1,0,1,train,train,test
696,18_02-7_r,1,x,,,0,1,0,1,train,train,test
697,18_02-8_l,1,x,,,0,0,0,0,train,train,train
698,18_02-8_r,1,x,,,0,0,0,0,train,train,train
699,18_02-9_l,1,x,,,0,0,0,0,train,train,train
700,18_02-9_r,1,x,,,0,3,1,1,train,train,train
701,18_02-10_l,1,x,,,0,1,0,1,train,train,val
702,18_02-10_r,1,,?,,7,0,0,0,test,train,val
703,18_02-11_l,1,x,,,0,1,0,1,train,train,train
704,18_02-11_r,1,x,,,0,3,1,1,train,train,train
705,18_02-12_l,1,x,,,0,0,0,0,train,train,train
706,18_02-12_r,1,x,,,0,1,0,1,train,train,train
707,18_02-13_l,1,x,,,0,1,0,1,train,train,train
708,18_02-13_r,1,x,,,0,1,0,1,train,train,train
709,18_02-14_l,1,x,,,0,0,0,0,train,train,test
710,18_02-14_r,1,,x,,8,0,0,0,test,train,test
711,18_02-15_l,1,x,,,0,0,0,0,train,train,train
712,18_02-15_r,1,x,,,0,0,0,0,train,train,train
713,18_02-16_l,1,x,,,0,0,0,0,train,train,train
714,18_02-16_r,1,x,,,0,2,1,0,train,train,train
715,18_02-17_l,1,x,,,0,0,0,0,train,train,test
716,18_02-17_r,1,x,,,0,0,0,0,train,train,test
717,18_02-18_l,1,x,,,0,1,0,1,train,train,train
718,18_02-18_r,1,x,,,0,0,0,0,train,train,train
719,18_02-19_l,1,x,,,0,1,0,1,train,train,train
720,18_02-19_r,1,x,,,0,1,0,1,train,train,train
721,18_02-20_l,1,x,,,0,1,0,1,train,train,test
722,18_02-20_r,1,x,,,0,1,0,1,train,train,test
723,18_02-21_l,1,x,,,0,1,0,1,train,train,train
724,18_02-21_r,1,x,,,0,1,0,1,train,train,train
725,18_02-22_l,1,x,,,0,3,1,1,train,train,train
726,18_02-22_r,1,x,,,0,3,1,1,train,train,train
727,18_02-23_l,1,x,,,0,1,0,1,train,train,train
728,18_02-23_r,1,x,,,0,0,0,0,train,train,train
729,18_02-24_l,1,x,,,0,1,0,1,train,train,train
730,18_02-24_r,1,x,,,0,1,0,1,train,train,train
731,18_02-25_l,1,x,,,0,0,0,0,train,train,train
732,18_02-25_r,1,x,,,0,2,1,0,train,train,train
733,18_02-26_l,1,x,,,0,1,0,1,train,train,train
734,18_02-26_r,1,x,,,0,1,0,1,train,train,train
735,18_02-27_l,1,x,,,0,2,1,0,train,train,train
736,18_02-27_r,1,x,,,0,2,1,0,train,train,train
737,18_02-28_l,1,x,,,0,1,0,1,train,train,val
738,18_02-28_r,1,x,,,0,3,1,1,train,train,val
739,18_02-29_l,1,x,,,0,1,0,1,train,train,train
740,18_02-29_r,1,x,,,0,1,0,1,train,train,train
741,18_02-30_l,1,x,,,0,1,0,1,train,train,train
742,18_02-30_r,1,x,,,0,3,1,1,train,train,train
743,18_02-31_l,1,x,,,0,1,0,1,train,train,train
744,18_02-31_r,1,x,,,0,1,0,1,train,train,train
745,18_02-32_l,1,x,,,0,1,0,1,train,train,test
746,18_02-32_r,1,x,,,0,1,0,1,train,train,test
747,18_02-33_l,1,x,,,0,0,0,0,train,train,train
748,18_02-33_r,1,x,,,0,2,1,0,train,train,train
749,18_02-34_l,1,x,,,0,1,0,1,train,train,train
750,18_02-34_r,1,x,,,0,0,0,0,train,train,train
751,18_02-35_l,1,x,,,0,0,0,0,train,train,val
752,18_02-35_r,1,x,,,0,0,0,0,train,train,val
753,18_02-36_l,1,x,,,0,1,0,1,train,train,train
754,18_02-36_r,1,x,,,0,3,1,1,train,train,train
755,18_02-37_l,1,x,,,0,1,0,1,train,train,train
756,18_02-37_r,1,x,,,0,3,1,1,train,train,train
757,18_02-38_l,1,x,,,0,3,1,1,train,train,train
758,18_02-38_r,1,x,,,0,3,1,1,train,train,train
759,18_02-39_l,1,x,,,0,3,1,1,train,train,train
760,18_02-39_r,1,x,,,0,3,1,1,train,train,train
761,18_02-40_l,1,x,,,0,1,0,1,train,train,train
762,18_02-40_r,1,x,,,0,1,0,1,train,train,train
763,18_02-41_l,1,x,,,0,1,0,1,train,train,train
764,18_02-41_r,1,x,,,0,2,1,0,train,train,train
765,18_02-42_l,1,x,,,0,0,0,0,train,train,train
766,18_02-42_r,1,x,,,0,2,1,0,train,train,train
767,18_02-43_l,1,x,,,0,1,0,1,train,train,train
768,18_02-43_r,1,x,,,0,1,0,1,train,train,train
769,18_02-44_l,1,x,,,0,1,0,1,train,train,train
770,18_02-44_r,1,x,,,0,1,0,1,train,train,train
771,18_02-45_l,1,x,,,0,0,0,0,train,train,train
772,18_02-45_r,1,x,,,0,2,1,0,train,train,train
773,18_02-46_l,1,x,,,0,1,0,1,train,train,train
774,18_02-46_r,1,x,,,0,1,0,1,train,train,train
775,18_02-47_l,1,x,,x,10,1,0,1,test,test,train
776,18_02-47_r,1,x,,,0,1,0,1,test,test,train
777,18_02-48_l,1,x,,,0,2,1,0,train,train,train
778,18_02-48_r,1,x,,,0,2,1,0,train,train,train
779,18_02-49_l,1,x,,,0,1,0,1,train,train,train
780,18_02-49_r,1,x,,,0,1,0,1,train,train,train
781,18_02-50_l,1,x,,,0,3,1,1,test,test,train
782,18_02-50_r,1,x,,x,10,3,1,1,test,test,train
783,18_02-51_l,1,x,,,0,1,0,1,train,train,train
784,18_02-51_r,1,x,,,0,1,0,1,train,train,train
785,18_02-52_l,1,x,,,0,0,0,0,train,train,train
786,18_02-52_r,1,x,,,0,0,0,0,train,train,train
787,18_02-53_l,1,x,,,0,3,1,1,train,train,train
788,18_02-53_r,1,x,,,0,3,1,1,train,train,train
789,18_02-54_l,1,x,,,0,3,1,1,train,train,train
790,18_02-54_r,1,x,,,0,3,1,1,train,train,train
791,18_02-55_l,1,x,,,0,3,1,1,train,train,test
792,18_02-55_r,1,x,,,0,3,1,1,train,train,test
793,18_02-56_l,1,x,,,0,1,0,1,train,train,train
794,18_02-56_r,1,x,,,0,1,0,1,train,train,train
795,18_02-57_l,1,x,,,0,0,0,0,train,train,train
796,18_02-57_r,1,x,,,0,0,0,0,train,train,train
797,18_02-58_l,1,x,,,0,1,0,1,train,train,train
798,18_02-58_r,1,x,,,0,1,0,1,train,train,train
799,18_02-59_l,1,x,,,0,0,0,0,train,train,train
800,18_02-59_r,1,x,,,0,2,1,0,train,train,train
801,18_02-60_l,1,x,,,0,1,0,1,train,train,train
802,18_02-60_r,1,x,,,0,1,0,1,train,train,train
803,18_02-61_l,1,x,,,0,1,0,1,train,train,val
804,18_02-61_r,1,x,,,0,1,0,1,train,train,val
805,18_02-62_l,1,x,,,0,2,1,0,train,train,train
806,18_02-62_r,1,x,,,0,2,1,0,train,train,train
807,18_02-63_l,1,x,,,0,0,0,0,train,train,train
808,18_02-63_r,1,x,,,0,2,1,0,train,train,train
809,18_02-64_l,1,x,,,0,3,1,1,train,train,val
810,18_02-64_r,1,x,,,0,3,1,1,train,train,val
811,18_02-65_l,1,x,,,0,0,0,0,train,train,train
812,18_02-65_r,1,x,,,0,2,1,0,train,train,train
813,18_02-66_l,1,x,,,0,1,0,1,train,train,test
814,18_02-66_r,1,x,,,0,3,1,1,train,train,test
815,18_02-67_l,1,x,,,0,0,0,0,train,train,train
816,18_02-67_r,1,x,,,0,2,1,0,train,train,train
817,18_02-68_l,1,x,,,0,3,1,1,test,test,val
818,18_02-68_r,1,x,,,0,3,1,1,train,test,val
819,18_02-69_l,1,x,,,0,1,0,1,train,train,train
820,18_02-69_r,1,x,,,0,3,1,1,train,train,train
821,18_02-70_l,1,x,,,0,1,0,1,train,train,train
822,18_02-70_r,1,x,,,0,3,1,1,train,train,train
823,18_02-71_l,1,x,,,0,1,0,1,train,train,train
824,18_02-71_r,1,x,,,0,1,0,1,train,train,train
825,18_02-72_l,1,x,,,0,0,0,0,train,train,train
826,18_02-72_r,1,x,,,0,2,1,0,train,train,train
827,18_02-73_l,1,x,,?,0,1,0,1,test,test,train
828,18_02-73_r,1,x,,?,0,1,0,1,test,test,train
829,18_02-74_l,1,x,,,0,1,0,1,train,train,train
830,18_02-74_r,1,x,,,0,3,1,1,train,train,train
831,18_02-75_l,1,x,,,0,0,0,0,train,train,train
832,18_02-75_r,1,x,,,0,2,1,0,train,train,train
833,18_02-76_l,1,x,,,0,1,0,1,train,train,train
834,18_02-76_r,1,x,,,0,3,1,1,train,train,train
835,18_02-77_l,1,x,,,0,0,0,0,train,train,val
836,18_02-77_r,1,x,,x,10,2,1,0,test,train,val
837,18_02-78_l,1,x,,,0,1,0,1,train,train,train
838,18_02-78_r,1,x,,,0,3,1,1,train,train,train
839,18_02-79_l,1,x,,,0,0,0,0,train,train,train
840,18_02-79_r,1,x,,,0,2,1,0,train,train,train
841,18_02-80_l,1,x,,,0,2,1,0,train,train,train
842,18_02-80_r,1,x,,,0,2,1,0,train,train,train
843,18_02-81_l,1,x,,,0,1,0,1,train,train,train
844,18_02-81_r,1,x,,,0,2,1,0,train,train,train
845,18_02-82_l,1,x,,,0,2,1,0,train,train,train
846,18_02-82_r,1,x,,,0,2,1,0,train,train,train
847,18_02-83_l,1,x,,,0,1,0,1,train,train,val
848,18_02-83_r,1,x,,,0,2,1,0,train,train,val
849,18_02-84_l,1,x,,,0,1,0,1,train,train,train
850,18_02-84_r,1,x,,,0,1,0,1,train,train,train
851,18_02-85_l,1,x,,,0,3,1,1,train,train,val
852,18_02-85_r,1,x,,,0,2,1,0,train,train,val
853,18_02-86_l,1,x,,,0,0,0,0,train,train,train
854,18_02-86_r,1,x,,,0,2,1,0,train,train,train
855,18_02-87_l,1,x,,,0,0,0,0,train,train,train
856,18_02-87_r,1,x,,,0,2,1,0,train,train,train
857,18_02-88_l,1,x,,,0,3,1,1,train,train,train
858,18_02-88_r,1,x,,,0,3,1,1,train,train,train
859,18_02-89_l,1,x,,,0,2,1,0,train,train,train
860,18_02-89_r,1,x,,,0,2,1,0,train,train,train
861,18_02-90_l,1,x,,,0,1,0,1,train,train,val
862,18_02-90_r,1,x,,,0,1,0,1,train,train,val
863,18_02-91_l,1,x,,,0,0,0,0,train,train,train
864,18_02-91_r,1,x,,,0,3,1,1,train,train,train
865,18_02-92_l,1,x,,,0,1,0,1,train,train,train
866,18_02-92_r,1,x,,,0,1,0,1,train,train,train
867,18_02-93_l,1,x,,,0,2,1,0,train,train,train
868,18_02-93_r,1,x,,,0,2,1,0,train,train,train
869,18_02-94_l,1,x,,,0,1,0,1,train,train,test
870,18_02-94_r,1,x,,,0,3,1,1,train,train,test
871,18_02-95_l,1,x,,,0,0,0,0,train,train,train
872,18_02-95_r,1,x,,,0,0,0,0,train,train,train
873,18_02-96_l,1,x,,,0,1,0,1,train,train,train
874,18_02-96_r,1,x,,,0,1,0,1,train,train,train
875,18_02-97_l,1,x,,,0,1,0,1,train,train,train
876,18_02-97_r,1,x,,,0,1,0,1,train,train,train
877,18_02-98_l,1,x,,,0,1,0,1,train,train,train
878,18_02-98_r,1,x,,,0,0,0,0,train,train,train
879,18_02-99_l,1,?,?,,7,1,0,1,test,test,val
880,18_02-99_r,1,,?,,7,1,0,1,test,test,val
881,18_02-100_l,1,x,,,0,1,0,1,train,train,train
882,18_02-100_r,1,x,,,0,1,0,1,train,train,train
883,18_02-101_l,1,x,,,0,1,0,1,train,train,train
884,18_02-101_r,1,x,,,0,3,1,1,train,train,train
885,18_02-102_l,1,x,,,0,0,0,0,train,train,train
886,18_02-102_r,1,x,,,0,0,0,0,train,train,train
887,18_02-103_l,1,x,,x,10,0,0,0,test,test,train
888,18_02-103_r,1,x,,x,10,0,0,0,test,test,train
889,18_02-104_l,1,x,,,0,1,0,1,train,train,train
890,18_02-104_r,1,x,,,0,1,0,1,train,train,train
891,18_02-105_l,1,x,,,0,1,0,1,train,train,train
892,18_02-105_r,1,x,,,0,3,1,1,train,train,train
893,18_02-106_l,1,x,,,0,1,0,1,train,train,train
894,18_02-106_r,1,x,,,0,1,0,1,train,train,train
895,18_02-107_l,1,x,,,0,1,0,1,train,train,train
896,18_02-107_r,1,x,,,0,0,0,0,train,train,train
897,18_02-108_l,1,x,,,0,0,0,0,train,train,train
898,18_02-108_r,1,x,,,0,0,0,0,train,train,train
899,18_02-109_l,1,x,,,0,0,0,0,train,train,test
900,18_02-109_r,1,x,,,0,1,0,1,train,train,test
901,18_02-110_l,1,x,,,0,1,0,1,train,train,val
902,18_02-110_r,1,x,,,0,1,0,1,train,train,val
903,18_02-111_l,1,x,,,0,1,0,1,train,train,train
904,18_02-111_r,1,x,,,0,3,1,1,train,train,train
905,18_02-112_l,1,x,,,0,1,0,1,train,train,train
906,18_02-112_r,1,x,,,0,1,0,1,train,train,train
907,18_02-113_l,1,x,,,0,0,0,0,train,train,val
908,18_02-113_r,1,x,,,0,0,0,0,train,train,val
909,18_02-114_l,1,x,,,0,1,0,1,train,train,train
910,18_02-114_r,1,x,,,0,1,0,1,train,train,train
911,18_02-115_l,1,x,,,0,0,0,0,train,train,train
912,18_02-115_r,1,x,,,0,2,1,0,train,train,train
913,18_02-116_l,1,x,,,0,1,0,1,train,train,train
914,18_02-116_r,1,x,,,0,1,0,1,train,train,train
915,18_02-117_l,1,x,,,0,0,0,0,train,train,train
916,18_02-117_r,1,x,,,0,0,0,0,train,train,train
917,18_02-118_l,1,x,,,0,0,0,0,train,train,train
918,18_02-118_r,1,x,,,0,2,1,0,train,train,train
919,18_02-119_l,1,x,,,0,2,1,0,train,train,train
920,18_02-119_r,1,x,,,0,2,1,0,train,train,train
921,18_02-120_l,1,x,,,0,0,0,0,train,train,train
922,18_02-120_r,1,x,,,0,2,1,0,train,train,train
923,18_02-121_l,1,x,,,0,0,0,0,train,train,train
924,18_02-121_r,1,x,,,0,0,0,0,train,train,train
